"","Session","Question","Text","Residence"
"478",44,"5a","I think the goal of marine sanctuaries is for fish to multiply. It is a place for them to spawn. The sanctuary is right in front, on the way out. We cannot fish there.","Batas"
"479",44,"5b","They are for us, people from here. Once the fish are big, they are going out and we can catch them, of course. Here it is forbidden to fish inside the sanctuary. But sometimes, we cannot avoid to have people catching fish for subsistence. Even if it forbidden, people are just like that. You know, the kids only are fishing there. Older people don't.","Batas"
"480",44,"5c","Here, we need support from our barangay officials or from the Municipality to catch fishermen here inside our sanctuary.","Batas"
"481",44,"6a","","Batas"
"482",44,"6b","","Batas"
"483",44,"6c","","Batas"
"484",44,"7","The future is good. Because the natural resources will become more numerous if we have protection. Shells, things like that. ","Batas"
"485",45,"1","At sea of course, there are few fish sometimes. Maybe because there are many illegal fishermen sometimes. Explosives. It started quite a long time ago. When I was young there was still a lot of fish. I think there are no other issue in the sea. And on land I don't really, I am more often at sea. That's my livelihood, being at sea.","Batas"
"486",45,"2","Because we get our means of susistence there. Money for everyday. In order to eat everyday. Because of the weather though, sometimes, it is difficult. Of course, if there are a lot of fish it is allright. ","Batas"
"487",45,"3","Here sometimes, there are still a lot of fish. But we cannot always go out at sea. Here there are not much illegal fishermen. They might come from other places, entering here sometimes.","Batas"
"488",45,"4","It would be good to have a solution. We should be firm in our place. So that illegal fishermen from other places do not come in. Guarding. If you are firm in your barangay, they will not come in, they will be scared to come in. Even only catching them.","Batas"
"489",45,"5a","Here there is, right in front. They say that it is a spawning ground for the fish. People from other places cannot enter. So that fish increase in numbers.","Batas"
"490",45,"5b","These sanctuaries are for everyone from the barangay.","Batas"
"491",45,"5c","They should be properly guarded for the eggs of the fish to be more numerous.","Batas"
"492",45,"6a","","Batas"
"493",45,"6b","","Batas"
"494",45,"6c","","Batas"
"495",45,"7","If we find a solution, the next generation will still have a lot to catch. The kids, next generations. They will not get poor then.","Batas"
"496",46,"1","I cannot really answer… Environmental issues… At sea, there are few fish. Even now when fishing with the net, we sometimes don't catch fish. It is getting depleted maybe. Now there are a lot of people. Back then, there were few people here in the barangay. There was a lot of fish. My husband is a spearfisher. Back then, in two hours only, he could get a lot of fish. Now... well he is old and cannot really dive anymore. But back then, really, there were a lot of fish. He used a spear. Now there are a lot of ways to catch fish. Maybe the number of people is the reason, but there are also some people using dynamite (sign with the hand). You have heard. On land, it depends, there can be pests on our rice, and it can die because of that.","Batas"
"497",46,"2","If we don't protect it, in a few years we will not catch any more fish. We won't have any more food. If we don't have food, we get hungry. Even if we have rice, we also need other food.","Batas"
"498",46,"3","There is no really issue here. Sometimes you can hear explosions.","Batas"
"499",46,"4","I don't really know what the solution is. There should be the officials, maybe the PCSD. It is difficult because they just appear.","Batas"
"500",46,"5a","We used to have one over there, where there was Giovanni in Bocal. Now there are no more. We have one here in front. Their goal is for the fish to increase in numbers. If there are a lot of fish, after some time, then you can fish near.","Batas"
"501",46,"5b","Here for the barangay.","Batas"
"502",46,"5c","I don't really know what it needs.","Batas"
"503",46,"6a","","Batas"
"504",46,"6b","","Batas"
"505",46,"6c","","Batas"
"506",46,"7","I can't answer (laughters)… Maybe it will be good… Maybe it won't be good. ","Batas"
"507",47,"1","Here, I have not seen any problem on land. There are not much erosion and landslides compared to other provinces. Our forests are still quite intact. Still complete. So we avoided landslides here. When it comes to the sea, we forbid here the big fishing boats coming in and damaging our corals. So here, there are only small fishermen and it is okay. I have not seen many problems here. For the whole Palawan I am not really sure. I can only talk about here. But for other places I cannot really explain.","Mabini"
"508",47,"2","Because that is where we get our subsistence from. Food and money. So that we can sustain the lives of our fellows. The sea feeds a lot of people.","Mabini"
"509",47,"3","What I said in our barangay, there are some people from other barangay coming in and they are pursuing illegal activities. In our barangay there are no illegal fishermen. They enter here and they use whatever illegal way of fishing. I could not really estimate the evidences, but I have the feeling that they are using chemicals, cyanide, and then compressors. So that's the problem. We have not yet caught them, but they are from other barangays. I could not really tell from which barangay they are but no matter what they do come here. Corals are dying and fish are decreasing in numbers. Of course, corals are the habitat of the fish. That's their home. They lay their eggs over there. But when damaged, the fish are repelled from their houses. So that's automatic, they cannot multiply, right? So the small fish are dying and their population is decreasing in numbers. So we are getting poorer. Our fishermen are getting poorer, their catch are decreasing.","Mabini"
"510",47,"4","The solution maybe for illegals is to implement the law. First, we should implement it. If law is not implemented it is not good. For every illegal fisherman to get caught. Then if their are caught, then the government can put in place programs of livelihood so that our illegal fishermen stop their illegal activities. But if they really do not want to hear, we just put them in jail. That's the solution, making law effective. Livelihood projects are good. Other illegal fishermen don't have a brain. They just damage and get the money. They don't care. They don't care about the next generations. They are just illegal fishermen, this is their way of thinking. But us, we are protecting the environment, we are thinking about the next generations. That is like that here.","Mabini"
"511",47,"5a","We have a marine sanctuary here in Mabini. But our problem is to sustain it, we cannot sustain it because the barangay's funds are too little. It is difficult. To sustain it you need a real small house for the guard. Then you need to give a salary. To secure the whole sanctuary. We have a declaration in El Nido. The goal of sanctuaries is for fish to breed. It is a breeding station. A spawning ground. The sanctuaries are strict, there should be nobody coming in. No matter whom, should not enter. That is where they lay their eggs, that is where they multiply their populations. So that is why we created it. The fish live over there, when they are still small. When bigger, they exit the sanctuary, and we can catch them.","Mabini"
"512",47,"5b","It is for people from here. We made it for people here. For our constituants.","Mabini"
"513",47,"5c","To be efficient, we need the implementation. First, the funds. That's where we lost. People is not an issue, there are a lot. But we need the funds to give people a salary. So we first build the small house for a guard, and then we give a salary to the guard. We sustain it. And then, people studying marine biodiversity, can maintain it. We had people diving here from El Nido Foundation to study the area. It is the El Nido Foundation that helped the barangay to create the MPA. So I am really grateful towards El Nido Foundation because they helped. But every month, they are diving and looking at the corals to see if they increase or decrease, and the same with the fish. They are studying this. A month ago maybe they dived.","Mabini"
"514",47,"6a","","Mabini"
"515",47,"6b","","Mabini"
"516",47,"6c","","Mabini"
"517",47,"7","About the future, like I said, if the implementation of the law is effective, in my opinion we will sustain the environment. But if we abandon it this way, it will get damaged. Because the population is really increasing. But if law is strictly implemented, it is sure that we will sustain it. But in my opinion, because of our provincial government, is creating laws to protect our mountains, sea. And our DENR. They don't abandon right? So we will maintain.","Mabini"
"518",48,"1","Of course, climate change, the changes in weather. In Palawan there are floods as well. The environment… It means the green of the world! Climate change is not all. In the sea, we cannot avoid illegal fishermen. We still cannot control it. There are less and less fish.","Sandoval"
"519",48,"2","The sea is valuable because its products are the food of people. They eat fish and that's where they come from. All the types of food, shells… There are many products in the sea. That's the same as on land there are also many products on land.","Sandoval"
"520",48,"3","I am not sure about the fish because I am working here on land. But now the population is really increasing. It needs food from the sea. Because if there are few people, there are a lot of fish. Now there are a lot of people, many people are eating the fish.","Sandoval"
"521",48,"4","The solution is maybe to cultivate fish. Right? There are cultures of fish. Fish cages. There are fish farms. For the bangus.","Sandoval"
"522",48,"5a","Their are made to protect the sea. To conserve and protect the spawning grounds of fish. So they have a shelter, a habitat, undisturbed. I know that because of Pangatalan, Fred, the marine sanctuary.","Sandoval"
"523",48,"5b","Everyone get benefits from MPAs. Because what Fred is doing, the MPA overthere, it is to protect the fish. The ones laying eggs. Then, they are growing and fishermen can catch them. They are the ones getting benefits. ","Sandoval"
"524",48,"5c","There should be guards. It should be forbidden for illegal fishermen using sodium to enter.","Sandoval"
"525",48,"6a","Their goal is good, for people. They give livelihood to people. We are getting improvement with the protection of fish, many semilia.","Sandoval"
"526",48,"6b","Here, to improve, they could keep on helping: Sandoval, Silanga, Depla, Mabini… Helping out. ","Sandoval"
"527",48,"6c","Simply what we think is that what they are doing is good.","Sandoval"
"528",48,"7","If the protection of marine sanctuary is good, the changes will be good in the future. The pact will be good. There will be big benefits to the next generations.","Sandoval"
"529",49,"1","Environmental issues. For me, it is quite normal, there are not much issues. It has been a long time I have been here and it is still quite normal. There are illegal fishermen sometimes only. Small time. There are no big time illegal fishermen.","Batas"
"530",49,"2","It matters for people's lives. It is valuable for Palawan's local people's health. Palawan is wild. The ocean is valuable for fishermen for example. For the future. For the food of local people, it is important. If there is no fish, there is no money to buy rice. This is our way of subsistence here in Palawan. For money of course! If you don't have fish, you don't have money. The environment is valuable.","Batas"
"531",49,"3","It seems pretty okay, the problem of trawls left. There are no more now. Illegal fishermen as well, there are no more coming here.","Batas"
"532",49,"4","","Batas"
"533",49,"5a","Here there is no sanctuary, only a protected area. Their goal is to protect coral reefs, protect the fish so that they can lay their eggs numerously. For the livelihood of fishermen. I know this because before I was a barangay official, kagawad. We had seminars, the fisherfolk taught us. Back then we studied here with the fisherfolk from Taytay, from the Department of Agriculture, sir Hernan. Do you know him?","Batas"
"534",49,"5b","MPAs are for the residents of barangay here. Only for the residents of barangay Batas.","Batas"
"535",49,"5c","To be efficient, they need the protection from barangay officials. If there is no protection from barangay officials, there is no protection for people from the barangay. We can protect protected areas and illegal fishermen can come in. We need to stop them. Protecting means there are no illegal fishermen, but for legal fishermen they can. Illegal fishermen are forbidden.","Batas"
"536",49,"6a","","Batas"
"537",49,"6b","","Batas"
"538",49,"6c","","Batas"
"539",49,"7","For the environment, we need to protect it, so that our fish can fish their studies. They won't finish their studies if there is no more nature. If it is dead, there will be no more money. Just like me, I go at sea to get the money to pay for my child's education. Now he will be able to graduate thanks to fishing. The future is beautiful; I am not scared as long as there are no illegal fishermen. There is no need to be scared for the environment as long as there are no illegal fishermen.","Batas"
"540",50,"1","Of course, the main issue is illegal fishing. We cannot avoid it because life is difficult in Palawan. People here did not all graduate from college, or even just highschool. But now people, their children are already studying hard. It is easier to get a job if you have graduated, only from highschool. Now help has arrived, and they are looking for highschool graduates. So now they are really studying. Illegal fishing is an issue, not everyone uses legal methods. Some are illegal. Like dynamite. Cyanide, just a little bit. Dynamite, more. Because they need food for their culture of fish. Not only the small fish, they also get bigger fish, chop them and feed their fish. On land, there is kaingin. I am not sure if it is an issue, because they used to do it before, waiting three years before burning. Now the old way of doing it is coming back. DENR is telling that it is forbidden but I don't really know why. Maybe if there are big trees getting cut. Maybe this is why it is forbidden.","Batas"
"541",50,"2","Because this is where people get their livelihood, especially here. That is the very livelihood and way of subsistence of people from here. The sea, and farming only. That's it only, livelihood and mean of subsistence for people. Because they get the money to pay for their family's needs.","Batas"
"542",50,"3","There is not much issue. Maybe there are few fish, it might be the issue. Even here in Batas there are few fish left. The fish are already far away. Here, near, there are only few fish. I don't know why? Maybe global warming is the issue. The climate of the sea. I mean climate change.","Batas"
"543",50,"4","Maybe to have a hatchery. There are seasons for the fish. Here there is a season where you can get groupers. This is a good solution. The time of reproduction for groupers is a closed season for fishing. Corals are quite damaged because of former practices. Now illegal fishing has just came back a little bit. Maybe we reached a time where the world is changing.","Batas"
"544",50,"5a","Here, this is a sanctuary, in front. The goal is to forbid ways of fishing, especially the nets. It is okay for the nets with bigger mesh because you get big fish. But if the mesh is small, it is forbidden. The goal is for fish to have a house. In the mangroves, this is where they lay their eggs. So that illegal fishermen don't enter.","Batas"
"545",50,"5b","MPAs are for the barangay. They are the barangay's property. If the fish are going out, people from the barangay can catch them.","Batas"
"546",50,"5c","To be efficient, MPAs really need to have a guard. There is no guard here because we don't have enough to pay for a salary. There are no volunteers of course, because people are working.","Batas"
"547",50,"6a","","Batas"
"548",50,"6b","","Batas"
"549",50,"6c","","Batas"
"550",50,"7","There will be more education. This is really the way to have a better future, the kids have to study. Education.","Batas"
"551",51,"1","The main environmental issue here in Palawan really is illegal fishing. It started a long time ago. Illegal fishermen are not from here. They used to come from other areas, and they taught to people from Palawan.","Batas"
"552",51,"2","It is valuable because that's where comes from our subsistence, from fishing.","Batas"
"553",51,"3","Our worse problem here in Batas is that many people from other places come and use small-meshed nets. That's the biggest issue. Our net is just regular, and then we don't have any more catch. There are less and less fish, because even the small ones, they are catching them.","Batas"
"554",51,"4","The solution is to make these small nets forbidden. For illegal fishermen, we must not give any more permits for compressor so that they stop. Illegal fishermen are really using compressors. It should be forbidden.","Batas"
"555",51,"5a","The goal of MPAs is for fish to reproduce. This is where they are laying their eggs, inside the sanctuary.","Batas"
"556",51,"5b","MPAs are for us, poor people. For us, small fishermen.","Batas"
"557",51,"5c","MPAs need guarding. ","Batas"
"558",51,"6a","","Batas"
"559",51,"6b","","Batas"
"560",51,"6c","","Batas"
"561",51,"7","If illegal fishing is not forbidden, in only ten years, all the fish will be depleted. We will get poorer and poorer. The solution is to give a proper livelihood to people and illegal fishermen. Give them a proper job to make a living, and to forbid compressors. They are using compressors. If there are no compressors, they cannot be illegal fishermen, because they are going deep.","Batas"
"562",52,"1","The cutting of trees maybe. It is depleting the biggest trees. It started a logn time ago. Another issue is the diminution in the catch of fish. Also there are projects, like livelihood projects. People lack of other livelihood options.","Silangga"
"563",52,"2","Of course because the ocean is helping us. We should protect it. It is help for us because we get our food from the ocean. For the livelihood of people as well. That's it really.","Silangga"
"564",52,"3","Here the problem is that they have to go far to fish with hook and line. They have to go far because there is a protected area. In Maytegued it is forbidden to fish there. I think there are no other issues.","Silangga"
"565",52,"4","I have no idea.","Silangga"
"566",52,"5a","I have no idea about what their goal is. Protecting the area maybe. So that corals don't get damaged. The boats cannot enter there.","Silangga"
"567",52,"5b","These MPAs are private, for the owner only.","Silangga"
"568",52,"5c","","Silangga"
"569",52,"6a","","Silangga"
"570",52,"6b","","Silangga"
"571",52,"6c","","Silangga"
"572",52,"7","The future is good. We are developing here. We will develop our ways of subsistence, from the education of people's children.","Silangga"
"573",53,"1","Kaingin maybe. The forests, right? Many people are doing kaingin, damaging the trees… That's only what I know. At sea there are no issues.","Silangga"
"574",53,"2","That's where, first, that people are getting their livelihood. That's where for most people comes from the livelihood. I don't know any other reason.","Silangga"
"575",53,"3","There are no issues really.","Silangga"
"576",53,"4","","Silangga"
"577",53,"5a","I don't know…","Silangga"
"578",53,"5b","","Silangga"
"579",53,"5c","","Silangga"
"580",53,"6a","","Silangga"
"581",53,"6b","","Silangga"
"582",53,"6c","","Silangga"
"583",53,"7","For people, Silanga will develop. For the environment, we can develop if people have discipline. They need to stop kaingin. At sea, dynamite. Dynamite needs to stop.","Silangga"
"584",54,"1","Here we don't really have any environmental issue.","Silangga"
"585",54,"2","Because the ocean is where we get natural resources from the sea. We should protect our environment. The food.","Silangga"
"586",54,"3","Here, there are no issues. People only fish with hook and line. There are still many fish.","Silangga"
"587",54,"4","","Silangga"
"588",54,"5a","Yes, like in Club Noah. MPAs are made to protect the environment. So that the fish don't get depleted.","Silangga"
"589",54,"5b","Sanctuaries are made for anyone who is the owner.","Silangga"
"590",54,"5c","To be efficient, the fish need to grow and not be lost. Corals must be beautiful.","Silangga"
"591",54,"6a","","Silangga"
"592",54,"6b","","Silangga"
"593",54,"6c","","Silangga"
"594",54,"7","The future… If we don't protect the environment, it will get depleted. We won't have any more fish to catch. If there are no more fish, there is no more food. And no more business. No more money to buy rice.","Silangga"
"595",55,"1","Illegal deforestation. Illegal fishing. There are ways like sodium. And selling the porcupines. Like before, the turtles. Now it is pretty okay with the turtles but there are the porcupines. Illegal fishing started a long time ago. For the porcupines it only started last year.","Silangga"
"596",55,"2","Because of the livelihood of people. The basic needs for everyday. Our food for everyday, for most people. Also, in order to avoid tidal waves. Destruction of coastal environments. If there are tsunamis for example, like that. Maybe there is a tsunami. ","Silangga"
"597",55,"3","The problem is illegal fishermen. Cyanide, dynamite. Also, the ones using the small tubes, sodium. The consequence is that corals are getting broken. Fish are less and less numerous.","Silangga"
"598",55,"4","We should make it forbidden. The government should become more strict, or the ones going around. To have constraints on their environment. ","Silangga"
"599",55,"5a","The goal is to protect natural resources from the sea, such as fish. Everything that is more and more rare to see in the sea.","Silangga"
"600",55,"5b","MPAs are for the next generations. The future of the young generations. Just here, within the local people.","Silangga"
"601",55,"5c","First, they should not have illegal activities, and should not cut the mangroves.","Silangga"
"602",55,"6a","Their goal is to protect the area near in the Sulu bay.","Silangga"
"603",55,"6b","They help to educate the people, or the students. I think it's good, in order to have an example that it is not impossible to do that. ","Silangga"
"604",55,"6c","I am okay with that.","Silangga"
"605",55,"7","We don't have a future here (laughters). If the situation stays the same, there will be no future. They are doing illegal activities, illegal fishing using dynamite and sodium; so, we don't have a future. There is no beautiful future. It will get more and more difficult, because later on they won't have any more way of subsistence because of that. ","Silangga"
"606",56,"1","At sea the problem is that sometimes there are few fish. When we put our net, sometimes there used to be a lot. But now they are very few. Today for example, I only caught one fish! I think the reason is the weather. It might be too hot. On land sometimes the weather is too hot.","Silangga"
"607",56,"2","Of course marine environment is valuable for people's livelihood. This livelihood is affected. ","Silangga"
"608",56,"3","The problem here is that before, there used to be big fishing boats, hulbots. Now there are no more, they have been forbidden in 1995. They are big boats. Now there are no more, in was forbidden by PCSD. Now there are not much issues any more. Maybe there are too many people fishing in the sea. It is really the livelihood of people here and they are too many. The problem is fish are getting depleted. Sometimes there are too many people, and the livelihood is not profitable anymore.","Silangga"
"609",56,"4","There is no solution, it is just very difficult to have so many people. ","Silangga"
"610",56,"5a","They are made to forbid entering there and protecting the fish. We cannot put our net there. That's forbidden. The goal is to protect the fish, guarding the corals. So that corals don't get damaged.","Silangga"
"611",56,"5b","Marine sanctuaries are for the BFARMC. For the municipality of Taytay.","Silangga"
"612",56,"5c","They are efficient if there are a lot of fish. If they are not depleted there. But for people it is quite attracting. ","Silangga"
"613",56,"6a","","Silangga"
"614",56,"6b","","Silangga"
"615",56,"6c","","Silangga"
"616",56,"7","About the environment, it will be very difficult for the next generations. I'm old, and everything is depleted already. It will be difficult and depleted. There are too many people having their livelihood at sea.","Silangga"
"617",57,"1","Illegal fishing, such as dynamite.. Also, illegal cutting of mangroves.","Silangga"
"618",57,"2","Because the ocean is where lives the sea's natural resources. For example, food. If we throw our trash there, it goes at sea. And the ocean becomes dirty. It becomes affected at low tide.","Silangga"
"619",57,"3","There is illegal fishing. Also there is the cutting of mangroves. This is an issue because this is where fish are spawning. ","Silangga"
"620",57,"4","The solution actually, for illegal fishing, is to implement the laws and regulations regarding illegal fishing. We can prevent that practices. In the barangay we have to apply it first, make punishments to those who are involved in those practices.","Silangga"
"621",57,"5a","The goal of MPAs is for the fish to be able to spawn again. Also, for the corals to develop.","Silangga"
"622",57,"5b","They are for the next generations, because we need to protect now the environment for our kids, or for people visiting our place, our barangay.","Silangga"
"623",57,"5c","Marine sanctuaries need to be protected. And have talks, or policies so that people do not enter. Do not fish.","Silangga"
"624",57,"6a","Actually, I was there at the beginning when they decided a place would become a sanctuary. Their goal is to eliminate all illegal activities around Pangatalan Island. This is actually beautiful. We knew before that there was illegal fishing over there. For the improvement and for the development of the area. And also for all people living near Pangatalan. For every visitors that want to go there.","Silangga"
"625",57,"6b","It is good, because I know that before this area and corals used to be quite dead already. Then when I was there, they hired a person to promote the coral plantation.","Silangga"
"626",57,"6c","It's good because the marine environment will be protected.","Silangga"
"627",57,"7","Actually, Palawan is the last frontier. But in my own opinion, we can preserve the area for this barangay. Not also the surroundings, the oceans here in Taytay. And we will be admired by other countries. To be a good example.","Silangga"
"628",58,"1","There are not much issues here.","Silangga"
"629",58,"2","The ocean is valuable for us, fishermen. Because that's where we get our resources from, our livelihood. The ocean is really valuable for us. This is also where we get our food. The fish is valuable for us.","Silangga"
"630",58,"3","There are also no issues.","Silangga"
"631",58,"4","","Silangga"
"632",58,"5a","I don't know the goal of MPAs, because it is forbidden to enter there. For me it is for the fish, they are feeding the fish over there at Noah Noah.","Silangga"
"633",58,"5b","They are paying the barangay. The marine sanctuary is for them.","Silangga"
"634",58,"5c","I don't know what to answer.","Silangga"
"635",58,"6a","","Silangga"
"636",58,"6b","","Silangga"
"637",58,"6c","","Silangga"
"638",58,"7","The environment is important for us. It is important for the next generations. Of course, if there is still natural resources in the environment, the next generations still have things to get.","Silangga"
"639",59,"1","For the sea, there is what they call ""boom boom"", or dynamite, right? Because when they do that, we don't have any more fish to catch. The fish are dying. Yeah dynamite. Also there are the trash, making the ocean dirty. Right? On land, the problem is kaingin. We should not practice kaingin. Because if you are doing kaingin, and then it rains, we are getting floods.","Sandoval"
"640",59,"2","Well the ocean is our livelihood! This is where we are getting our income. If we catch fish, we get our income. If not, we are sad. We don't have fish to sell.","Sandoval"
"641",59,"3","For me the issue is really their dynamite. If they are fishing with dynamite, there are no big fish. Sometimes there are catch, sometimes there are no. It depends on the weather, if the weather is good, like now, we catch fish. The weather is good now for our baring.","Sandoval"
"642",59,"4","We should have bantay dagat.","Sandoval"
"643",59,"5a","Yes in Pangatalan, there are buoys there. The goal of marine sanctuaries is maybe so that people don't get their products. Like Terramar, they are planting pearls. And it is forbidden to enter there.","Sandoval"
"644",59,"5b","Marine sanctuaries are probably for them. That is a place where there are buoys, it is only for them.","Sandoval"
"645",59,"5c","","Sandoval"
"646",59,"6a","","Sandoval"
"647",59,"6b","","Sandoval"
"648",59,"6c","","Sandoval"
"649",59,"7","We will be able to get help for our livelihood. The help we get from the environment is good.","Sandoval"
"650",60,"1","In Palawan? Here there is no problem. For the whole Palawan, I don't know because I am not really going around. The only problem… No, really, here there are no users of illegal methods. Only hook and line. Net fishing. This is what I know Sir. The only problem, really, is when the weather is strong and fishermen don't catch a lot of fish","Silangga"
"651",60,"2","The sea is where we get our livelihood. For many people, we get the products from the sea. Also, I think we should protect it for our children. Because otherwise, when it comes to them, there will be nothing left already.","Silangga"
"652",60,"3","","Silangga"
"653",60,"4","","Silangga"
"654",60,"5a","I think the goal of MPAs is to increase the number of fish inside this area. As far as I know, right, this is only my understanding.","Silangga"
"655",60,"5b","They are for the government, they hold this. But also, if there are a lot of fish, then they go out and they are for us, local people.","Silangga"
"656",60,"5c","To be efficient, MPAs need to restrict people from entering. Don't enter in this area. ","Silangga"
"657",60,"6a","","Silangga"
"658",60,"6b","","Silangga"
"659",60,"6c","","Silangga"
"660",60,"7","I think in the future, things will become better here. Tourism will come here. We are near the airport. Our ocean will become clean, there will be no dirt there and tourism will come in. This is good for us, it will increase our profits. We will be able to buy a boat, or motorcycles, land. There could be different kinds of tourism. It depends on our government as well. Tourists want to sea the view here, also resorts here, Club Noah, Noah Noah, Pangatalan... Here is a way to go there. There is also Flower Island. We are near the airport, and near the sea; here, is like a way to go there.","Silangga"
"661",61,"1","Environmental issues? Illegal activities. For example, there are the trees. For the fish and the ocean, there are illegal fishermen using dynamite.","Silangga"
"662",61,"2","The ocean is valuable because this is where people get their subsistence from.","Silangga"
"663",61,"3","Here, in this barangay, there are no really issues. ","Silangga"
"664",61,"4","","Silangga"
"665",61,"5a","","Silangga"
"666",61,"5b","","Silangga"
"667",61,"5c","","Silangga"
"668",61,"6a","","Silangga"
"669",61,"6b","","Silangga"
"670",61,"6c","","Silangga"
"671",61,"7","It will be difficult. The wages of people will be low. There will be no more fish. Here this is not really the issue, but rather in other places. Well now, it is sometimes hard to catch fish. When using nets, sometimes you don't get a lot of fish. Fishermen don't catch a lot of fish. ","Silangga"
"672",62,"1","There are a lot of illegal fishermen. They are using illegal methods, and it is quite difficult for us here in Palawan. There are different methods. Some are using dynamite for example. On land there are cutting the large trees.","Silangga"
"673",62,"2","The ocean is valuable. It is valuable because, for example, people from Palawan catch their fish there. They fish with nets, this is our livelihood.","Silangga"
"674",62,"3","Here it is like there are no issues. There are still plenty of fish here in Taytay.","Silangga"
"675",62,"4","","Silangga"
"676",62,"5a","The goal of marine sanctuaries? Well I don't really know.","Silangga"
"677",62,"5b","","Silangga"
"678",62,"5c","","Silangga"
"679",62,"6a","","Silangga"
"680",62,"6b","","Silangga"
"681",62,"6c","","Silangga"
"682",62,"7","I think the future of people here is good. ","Silangga"
"683",63,"1","Environmental issues? There are trash. Because sometimes there are a lot of trash. Also there is sodium.","Sandoval"
"684",63,"2","The ocean is valuable because that is where we get our food from the sea. And our livelihood, the fish. ","Sandoval"
"685",63,"3","Here, when fishing with our net, it is difficult to catch fish. Maybe it is because there are a lot of illegal fishermen.","Sandoval"
"686",63,"4","I hope there were more controls. There should be more controls at sea. Maybe it is good if there are guards so that illegal fishermen don't come in our seas.","Sandoval"
"687",63,"5a","The goal of MPAs is to guard the ocean, and so that our fishery develops.","Sandoval"
"688",63,"5b","MPAs are for local people. ","Sandoval"
"689",63,"5c","","Sandoval"
"690",63,"6a","The goal of Sulubaai is to help local people here. For example, we want Sulubaai to help us with our needs.","Sandoval"
"691",63,"6b","What they are doing is good. For example here, we have a request from the fisherfolk's organization to help us build a small house to have our meetings, and this help would be great.","Sandoval"
"692",63,"6c","Their MPA is good, it is effient because they are guarding it. There are a lot of fish, they are big. Because if there is no MPA, even if the fish are small, they are getting caught.","Sandoval"
"693",63,"7","Maybe the future will be good if this MPA is continuing. Like that, the fish will be more numerous and we will be able to catch them with our nets. This is a big help for our future.","Sandoval"
"694",64,"1","First, for the ocean, the situation is dangerous. Because almost all corals are damaged because of illegal fishermen using dynamite, cyanide. Maybe like that. Then, when it comes to the forests, we also cannot avoid the cutting of large trees. And this causes floods. It has a big effect to people down in the villages.","Sandoval"
"695",64,"2","For me the ocean is valuable because this is where we get our daily means of subsistence. This is a great support for us everyday: food. This is where we get our livelihood.","Sandoval"
"696",64,"3","Here we cannot avoid having trash. Also sometimes there are illegal fishermen. They don't take care of our environment, damaging it. There are less and less fish compared with before. When you used to fish, you would get big fish. Now just a few, and small fish. It is very rare to catch big fish.","Sandoval"
"697",64,"4","For me the solution is people to help, especially barangay officials, the capitain, and people who are protecting and cleaning the ocean. Then ""palibot"" for the land and ocean. We also need to protect corals, in order to get a lot of fish and so that fish don't die. We will get a lot of fish if we implement a marine protected area. For me this is okay. For illegal fishermen people need to unite here and find better livelihoods so that illegal fishermen using dynamite or sodium stop. This way, our barangay and people will be developing.","Sandoval"
"698",64,"5a","The goal of marine protected areas is, first, to protect the ocean. Get better habitats for fish so that their populations increase. So that they lay more eggs and have more fish to live in these marine protected areas. Then, it can become a solution for people not to get poorer in their livelihood at sea. Of course, for the food as well.","Sandoval"
"699",64,"5b","MPAs are for us, people from here, we are benefitting from them. The kids as well for the next generation.","Sandoval"
"700",64,"5c","First, they need to have security guards so that illegal fishermen do not enter. In order to properly guard the marine protected area. ","Sandoval"
"701",64,"6a","First, they are helping a lot of people in each barangay, in order to protect the ocean. Also, to have more fish in the ocean.","Sandoval"
"702",64,"6b","My opinion is that it is a big help for people here. It is not only for the different barangays but also for the whole Taytay. I suggest that they help every barangay to protect the ocean, they could have a beautiful influence. For example, for people.","Sandoval"
"703",64,"6c","Yes, it is very efficient, I saw that there are a lot of fish there. Also, the fish are not scared there, they are not scared of people. They smell you. Then, there are a lot of fish inside the marine protected area of Sulubaai.","Sandoval"
"704",64,"7","For me, if the behaviour of people does no change, it will become the cause of poverty, especially for fishermen. It will have a big effect to people here, because it is the livelihood of most people here. This is where they get their subsistence from everyday, the fish. So, it will have big impact if we don't protect the ocean. People will get more poor.","Sandoval"
"705",65,"1","Maybe the issue here is that there are too many fishermen. Then, too many fishermen here. There are a lot of people here. Also, maybe, too many compressors, there are a lot of compressors and this is what is the most efficient to catch fish. Then they dive and catch sea cucumbers. The fish are not scared because they are diving at night. And they catch them, wether big or small because it is at night. Also they dive very deep and fish are not really depleted there. In other places the big fish are completely depleted, and they cannot reproduce. On land, for me, it's like there are not much issues on land. ","Sandoval"
"706",65,"2","Of course, because this is where we get our means of subsistence, fishing. This is our office, our work. If we lose the ocean, we will also probably die because we would not have any more food. We get a lot of food there, and if we can exchange our vegetables, if we can also exchange our rice, we can sell the fish to people to get money. This is why the ocean is very valuable.","Sandoval"
"707",65,"3","Maybe there are way too many fishermen as well. Also there are illegal fishermen. They have a big effect. When the fish are smelling the chemicals they are using, they just leave of course! Then corals are weakening. That is for sure, also for the fish, they are also dying.","Sandoval"
